11.9177418921, 9.11090644856
11.2653592188, 11.4488801674
12.1782129893, 9.46131268757
11.6360479885, 11.6239935974
11.4273552872, 11.4383715951
12.2852961751, 9.39242419389
12.1521735606, 8.89917653785
11.5023354939, 11.2550033918
11.5375675661, 11.4109875661
12.0851583521, 9.11415134079
12.3524510935, 8.92990246815
11.5324028628, 11.3769703827
12.3549015967, 9.16716028841
12.3521994565, 9.04082115682
12.1498268455, 9.28985462478
12.4259554871, 9.13373980454
12.2650647013, 9.13181570267
11.3469771883, 11.4306262286
9.9184786024, 12.0495829307
11.2200518878, 11.1885515101
12.6143921412, 9.85511468274
12.1277106306, 9.29341642129
12.0868543891, 9.50468956148
12.1508306265, 9.35461164426
12.089798103, 9.61930030366
9.88523125071, 12.0783767722
12.2732385164, 9.31544389861
12.0782450889, 9.1256238497
11.4093907018, 11.2065945591
11.1886850081, 9.03981075198
11.0071597739, 11.4079956928
11.3855335778, 10.7850267987
9.89245714393, 11.9911365424
12.2174420784, 9.00317140222
11.8433608858, 9.41599853365
11.8180686027, 9.26978739436
11.7229194497, 8.88241723623
11.905482108, 9.07678332282
12.0594786174, 9.06790425
10.9788584247, 11.0307737136
11.2638461475, 11.1596360533
11.3610991511, 11.1631882259
11.7070351853, 11.4900290198
10.0189524317, 12.366854423
11.5915539209, 11.3885716076
11.7583508805, 9.19050865495
11.6633554765, 11.4071802946
11.5423272199, 11.7070167413
11.4249173511, 11.5071326032
11.9214173997, 9.31696404005
12.352683141, 9.61535336638
12.0618092766, 9.14023635513
11.9152002826, 9.04639406502
12.017609978, 9.55404776748
11.9225715807, 9.2998324143
11.8261478784, 8.71886079316
11.8737261712, 9.14095970912
11.2663081592, 11.4256236736
10.0410027032, 11.7946665123
11.1334647498, 11.3265499043
10.6986475078, 10.6815012964
10.0645212621, 12.399648167
11.3262447244, 11.3522708113
11.9778663854, 9.11889283447
12.1963338665, 9.23138255912
11.1850810887, 11.4422414777
12.2374982239, 9.12631175555
9.50370935738, 11.7308502479
11.7743871128, 11.4399196663
11.6955254406, 11.4422372578
12.1214943204, 9.02513073734
9.92020060716, 11.8379413803
11.661977793, 11.3979444755
11.5620907127, 11.3150772101
11.6972655894, 8.53741683679
11.5908459226, 11.4732709689
10.1650566015, 12.4221753693
11.9407488097, 9.33030203087
11.6084623105, 11.6671090702
11.695882438, 11.6230981529
11.5436519514, 11.6648945632
11.0975700931, 11.4240241044
11.5779801242, 11.5563915923
11.9179080996, 9.21840404751
12.1444998568, 9.16308200071
11.2112299764, 11.4646350649
11.6088846008, 11.6269900676
10.811687841, 11.588244189
11.8920433258, 9.24180567217
12.2408279242, 9.39578819941
11.2936356515, 11.4110735242
11.9228305212, 9.29156047374
11.3414424822, 11.5254888371
12.3549839551, 9.38066686072
11.7625380415, 9.20404862294
11.9672316156, 9.21549603735
10.5519061408, 12.5005216202
12.285234845, 9.38992466656
11.6383844741, 11.603325142
11.6409781701, 11.7450351889
11.5890215932, 11.2940826255
12.2942236581, 9.08076973371
9.59895559463, 12.0008534358
9.41764184439, 12.0604536138
11.7365709125, 11.3971382011
11.5146575874, 11.3963354223
9.95876958085, 11.8977309948
11.2880827737, 11.3672279141
12.0225140906, 8.9249680509
